,t_12,t_23,bank_id,s_id,r_first,r_second,all_0,all_1,random
0,40,2,1,0,210,340,1.0,1.0,1.0
0,40,2,2,0,210,340,1.0,1.0,1.0
0,40,2,3,0,210,340,1.0,1.0,1.0
0,40,3,0,0,210,340,1.0,1.0,1.0
0,40,3,1,0,210,340,1.0,1.0,1.0
0,40,3,2,0,210,340,1.0,1.0,1.0
0,40,3,3,0,210,340,1.0,1.0,1.0
0,0,0,0,0,411,467,0.3125,0.25,0.25
0,0,0,1,0,411,467,0.25,0.25,0.3125
0,0,0,2,0,411,467,0.25,0.25,0.25
0,0,0,3,0,411,467,0.25,0.25,0.25
0,0,1,0,0,411,467,0.25,0.25,0.25
0,0,1,1,0,411,467,0.25,0.25,0.25
0,0,1,2,0,411,467,0.25,0.25,0.25
0,0,1,3,0,411,467,0.25,0.25,0.25
0,0,2,0,0,411,467,0.25,0.3125,0.25
0,0,2,1,0,411,467,0.25,0.25,0.25
0,0,2,2,0,411,467,0.25,0.25,0.25
0,0,2,3,0,411,467,0.25,0.25,0.25
0,0,3,0,0,411,467,0.25,0.25,0.25
0,0,3,1,0,411,467,0.3125,0.25,0.25
0,0,3,2,0,411,467,0.25,0.25,0.25
0,0,3,3,0,411,467,0.25,0.25,0.25
0,10,0,0,0,411,467,1.0,1.0,1.0
0,10,0,1,0,411,467,1.0,1.0,1.0
0,10,0,2,0,411,467,1.0,1.0,1.0
0,10,0,3,0,411,467,1.0,1.0,1.0
0,10,1,0,0,411,467,1.0,1.0,1.0
0,10,1,1,0,411,467,1.0,1.0,1.0
0,10,1,2,0,411,467,1.0,1.0,1.0
0,10,1,3,0,411,467,1.0,1.0,1.0
0,10,2,0,0,411,467,1.0,1.0,1.0
0,10,2,1,0,411,467,1.0,1.0,1.0
0,10,2,2,0,411,467,1.0,1.0,1.0
0,10,2,3,0,411,467,1.0,1.0,1.0
0,10,3,0,0,411,467,1.0,1.0,1.0
0,10,3,1,0,411,467,1.0,1.0,1.0
0,10,3,2,0,411,467,1.0,1.0,1.0
0,10,3,3,0,411,467,1.0,1.0,1.0
0,20,0,0,0,411,467,1.0,1.0,1.0
0,20,0,1,0,411,467,1.0,1.0,1.0
0,20,0,2,0,411,467,1.0,1.0,1.0
0,20,0,3,0,411,467,1.0,1.0,1.0
0,20,1,0,0,411,467,1.0,1.0,1.0
0,20,1,1,0,411,467,1.0,1.0,1.0
0,20,1,2,0,411,467,1.0,1.0,1.0
0,20,1,3,0,411,467,1.0,1.0,1.0
0,20,2,0,0,411,467,1.0,1.0,1.0
0,20,2,1,0,411,467,1.0,1.0,1.0
0,20,2,2,0,411,467,1.0,1.0,1.0
0,20,2,3,0,411,467,1.0,1.0,1.0
0,20,3,0,0,411,467,1.0,1.0,1.0
0,20,3,1,0,411,467,1.0,1.0,1.0
0,20,3,2,0,411,467,1.0,1.0,1.0
0,20,3,3,0,411,467,1.0,1.0,1.0
0,30,0,0,0,411,467,1.0,1.0,1.0
0,30,0,1,0,411,467,1.0,1.0,1.0
0,30,0,2,0,411,467,1.0,1.0,1.0
0,30,0,3,0,411,467,1.0,1.0,1.0
0,30,1,0,0,411,467,1.0,1.0,1.0
0,30,1,1,0,411,467,1.0,1.0,1.0
0,30,1,2,0,411,467,1.0,1.0,1.0
0,30,1,3,0,411,467,1.0,1.0,1.0
0,30,2,0,0,411,467,1.0,1.0,1.0
0,30,2,1,0,411,467,1.0,1.0,1.0
0,30,2,2,0,411,467,1.0,1.0,1.0
0,30,2,3,0,411,467,1.0,1.0,1.0
0,30,3,0,0,411,467,1.0,1.0,1.0
0,30,3,1,0,411,467,1.0,1.0,1.0
0,30,3,2,0,411,467,1.0,1.0,1.0
0,30,3,3,0,411,467,1.0,1.0,1.0
0,40,0,0,0,411,467,1.0,1.0,1.0
0,40,0,1,0,411,467,1.0,1.0,1.0
0,40,0,2,0,411,467,1.0,1.0,1.0
0,40,0,3,0,411,467,1.0,1.0,1.0
0,40,1,0,0,411,467,1.0,1.0,1.0
0,40,1,1,0,411,467,1.0,1.0,1.0
0,40,1,2,0,411,467,1.0,1.0,1.0
0,40,1,3,0,411,467,1.0,1.0,1.0
0,40,2,0,0,411,467,1.0,1.0,1.0
0,40,2,1,0,411,467,1.0,1.0,1.0
0,40,2,2,0,411,467,1.0,1.0,1.0
0,40,2,3,0,411,467,1.0,1.0,1.0
0,40,3,0,0,411,467,1.0,1.0,1.0
0,40,3,1,0,411,467,1.0,1.0,1.0
0,40,3,2,0,411,467,1.0,1.0,1.0
0,40,3,3,0,411,467,1.0,1.0,1.0
0,0,0,0,0,523,619,0.25,0.25,0.25
0,0,0,1,0,523,619,0.3125,0.25,0.25
0,0,0,2,0,523,619,0.25,0.25,0.25
0,0,0,3,0,523,619,0.25,0.25,0.3125
0,0,1,0,0,523,619,0.25,0.25,0.3125
0,0,1,1,0,523,619,0.25,0.25,0.25
0,0,1,2,0,523,619,0.25,0.25,0.25
0,0,1,3,0,523,619,0.25,0.25,0.25
0,0,2,0,0,523,619,0.25,0.25,0.25
0,0,2,1,0,523,619,0.25,0.25,0.25
0,0,2,2,0,523,619,0.25,0.25,0.25
0,0,2,3,0,523,619,0.25,0.25,0.25
0,0,3,0,0,523,619,0.25,0.25,0.25
0,0,3,1,0,523,619,0.25,0.25,0.25
0,0,3,2,0,523,619,0.25,0.25,0.25
0,0,3,3,0,523,619,0.25,0.25,0.25
0,10,0,0,0,523,619,1.0,1.0,1.0
0,10,0,1,0,523,619,1.0,1.0,1.0
0,10,0,2,0,523,619,1.0,1.0,1.0
0,10,0,3,0,523,619,1.0,1.0,1.0
0,10,1,0,0,523,619,1.0,1.0,1.0
0,10,1,1,0,523,619,1.0,1.0,1.0
0,10,1,2,0,523,619,1.0,1.0,1.0
0,10,1,3,0,523,619,1.0,1.0,1.0
0,10,2,0,0,523,619,1.0,1.0,1.0
0,10,2,1,0,523,619,1.0,1.0,1.0
0,10,2,2,0,523,619,1.0,1.0,1.0
0,10,2,3,0,523,619,1.0,1.0,1.0
0,10,3,0,0,523,619,1.0,1.0,1.0
0,10,3,1,0,523,619,1.0,1.0,1.0
0,10,3,2,0,523,619,1.0,1.0,1.0
0,10,3,3,0,523,619,1.0,1.0,1.0
0,20,0,0,0,523,619,1.0,1.0,1.0
0,20,0,1,0,523,619,1.0,1.0,1.0
0,20,0,2,0,523,619,1.0,1.0,1.0
0,20,0,3,0,523,619,1.0,1.0,1.0
0,20,1,0,0,523,619,1.0,1.0,1.0
0,20,1,1,0,523,619,1.0,1.0,1.0
0,20,1,2,0,523,619,1.0,1.0,1.0
0,20,1,3,0,523,619,1.0,1.0,1.0
0,20,2,0,0,523,619,1.0,1.0,1.0
0,20,2,1,0,523,619,1.0,1.0,1.0
0,20,2,2,0,523,619,1.0,1.0,1.0
0,20,2,3,0,523,619,1.0,1.0,1.0
0,20,3,0,0,523,619,1.0,1.0,1.0
0,20,3,1,0,523,619,1.0,1.0,1.0
0,20,3,2,0,523,619,1.0,1.0,1.0
0,20,3,3,0,523,619,1.0,1.0,1.0
0,30,0,0,0,523,619,1.0,1.0,1.0
0,30,0,1,0,523,619,1.0,1.0,1.0
0,30,0,2,0,523,619,1.0,1.0,1.0
0,30,0,3,0,523,619,1.0,1.0,1.0
0,30,1,0,0,523,619,1.0,1.0,1.0
0,30,1,1,0,523,619,1.0,1.0,1.0
0,30,1,2,0,523,619,1.0,1.0,1.0
0,30,1,3,0,523,619,1.0,1.0,1.0
0,30,2,0,0,523,619,1.0,1.0,1.0
0,30,2,1,0,523,619,1.0,1.0,1.0
0,30,2,2,0,523,619,1.0,1.0,1.0
0,30,2,3,0,523,619,1.0,1.0,1.0
0,30,3,0,0,523,619,1.0,1.0,1.0
0,30,3,1,0,523,619,1.0,1.0,1.0
0,30,3,2,0,523,619,1.0,1.0,1.0
0,30,3,3,0,523,619,1.0,1.0,1.0
0,40,0,0,0,523,619,1.0,1.0,1.0
0,40,0,1,0,523,619,1.0,1.0,1.0
0,40,0,2,0,523,619,1.0,1.0,1.0
0,40,0,3,0,523,619,1.0,1.0,1.0
0,40,1,0,0,523,619,1.0,1.0,1.0
0,40,1,1,0,523,619,1.0,1.0,1.0
0,40,1,2,0,523,619,1.0,1.0,1.0
0,40,1,3,0,523,619,1.0,1.0,1.0
0,40,2,0,0,523,619,1.0,1.0,1.0
0,40,2,1,0,523,619,1.0,1.0,1.0
0,40,2,2,0,523,619,1.0,1.0,1.0
0,40,2,3,0,523,619,1.0,1.0,1.0
0,40,3,0,0,523,619,1.0,1.0,1.0
0,40,3,1,0,523,619,1.0,1.0,1.0
0,40,3,2,0,523,619,1.0,1.0,1.0
0,40,3,3,0,523,619,1.0,1.0,1.0
0,0,0,0,0,720,742,0.25,0.25,0.25
0,0,0,1,0,720,742,0.25,0.25,0.25
0,0,0,2,0,720,742,0.25,0.3125,0.25
0,0,0,3,0,720,742,0.25,0.25,0.25
0,0,1,0,0,720,742,0.25,0.25,0.25
0,0,1,1,0,720,742,0.25,0.25,0.25
0,0,1,2,0,720,742,0.25,0.25,0.25
0,0,1,3,0,720,742,0.25,0.25,0.25
0,0,2,0,0,720,742,0.25,0.25,0.25
0,0,2,1,0,720,742,0.25,0.25,0.3125
0,0,2,2,0,720,742,0.25,0.25,0.25
0,0,2,3,0,720,742,0.25,0.25,0.25
0,0,3,0,0,720,742,0.25,0.25,0.25
0,0,3,1,0,720,742,0.25,0.25,0.25
0,0,3,2,0,720,742,0.25,0.25,0.25
0,0,3,3,0,720,742,0.25,0.25,0.25
0,10,0,0,0,720,742,1.0,1.0,1.0
0,10,0,1,0,720,742,1.0,1.0,1.0
0,10,0,2,0,720,742,1.0,1.0,1.0
0,10,0,3,0,720,742,1.0,1.0,1.0
0,10,1,0,0,720,742,1.0,1.0,1.0
0,10,1,1,0,720,742,1.0,1.0,1.0
0,10,1,2,0,720,742,1.0,1.0,1.0
0,10,1,3,0,720,742,1.0,1.0,1.0
0,10,2,0,0,720,742,1.0,1.0,1.0
0,10,2,1,0,720,742,1.0,1.0,1.0
0,10,2,2,0,720,742,1.0,1.0,1.0
0,10,2,3,0,720,742,1.0,1.0,1.0
0,10,3,0,0,720,742,1.0,1.0,1.0
0,10,3,1,0,720,742,1.0,1.0,1.0
0,10,3,2,0,720,742,1.0,1.0,1.0
0,10,3,3,0,720,742,1.0,1.0,1.0
0,20,0,0,0,720,742,1.0,1.0,1.0
0,20,0,1,0,720,742,1.0,1.0,1.0
0,20,0,2,0,720,742,1.0,1.0,1.0
0,20,0,3,0,720,742,1.0,1.0,1.0
0,20,1,0,0,720,742,1.0,1.0,1.0
0,20,1,1,0,720,742,1.0,1.0,1.0
0,20,1,2,0,720,742,1.0,1.0,1.0
0,20,1,3,0,720,742,1.0,1.0,1.0
0,20,2,0,0,720,742,1.0,1.0,1.0
0,20,2,1,0,720,742,1.0,1.0,1.0
0,20,2,2,0,720,742,1.0,1.0,1.0
0,20,2,3,0,720,742,1.0,1.0,1.0
0,20,3,0,0,720,742,1.0,1.0,1.0
0,20,3,1,0,720,742,1.0,1.0,1.0
0,20,3,2,0,720,742,1.0,1.0,1.0
0,20,3,3,0,720,742,1.0,1.0,1.0
0,30,0,0,0,720,742,1.0,1.0,1.0
0,30,0,1,0,720,742,1.0,1.0,1.0
0,30,0,2,0,720,742,1.0,1.0,1.0
0,30,0,3,0,720,742,1.0,1.0,1.0
0,30,1,0,0,720,742,1.0,1.0,1.0
0,30,1,1,0,720,742,1.0,1.0,1.0
0,30,1,2,0,720,742,1.0,1.0,1.0
0,30,1,3,0,720,742,1.0,1.0,1.0
0,30,2,0,0,720,742,1.0,1.0,1.0
0,30,2,1,0,720,742,1.0,1.0,1.0
0,30,2,2,0,720,742,1.0,1.0,1.0
0,30,2,3,0,720,742,1.0,1.0,1.0
0,30,3,0,0,720,742,1.0,1.0,1.0
0,30,3,1,0,720,742,1.0,1.0,1.0
0,30,3,2,0,720,742,1.0,1.0,1.0
0,30,3,3,0,720,742,1.0,1.0,1.0
0,40,0,0,0,720,742,1.0,1.0,1.0
0,40,0,1,0,720,742,1.0,1.0,1.0
0,40,0,2,0,720,742,1.0,1.0,1.0
0,40,0,3,0,720,742,1.0,1.0,1.0
0,40,1,0,0,720,742,1.0,1.0,1.0
0,40,1,1,0,720,742,1.0,1.0,1.0
0,40,1,2,0,720,742,1.0,1.0,1.0
0,40,1,3,0,720,742,1.0,1.0,1.0
0,40,2,0,0,720,742,1.0,1.0,1.0
0,40,2,1,0,720,742,1.0,1.0,1.0
0,40,2,2,0,720,742,1.0,1.0,1.0
0,40,2,3,0,720,742,1.0,1.0,1.0
0,40,3,0,0,720,742,1.0,1.0,1.0
0,40,3,1,0,720,742,1.0,1.0,1.0
0,40,3,2,0,720,742,1.0,1.0,1.0
0,40,3,3,0,720,742,1.0,1.0,1.0
0,0,0,0,0,96,126,0.25,0.3125,0.25
0,0,0,1,0,96,126,0.25,0.25,0.3125
0,0,0,2,0,96,126,0.3125,0.25,0.25
0,0,0,3,0,96,126,0.25,0.25,0.25
0,0,1,0,0,96,126,0.3125,0.25,0.25
0,0,1,1,0,96,126,0.3125,0.25,0.25
0,0,1,2,0,96,126,0.25,0.25,0.25
0,0,1,3,0,96,126,0.25,0.25,0.25
0,0,2,0,0,96,126,0.25,0.25,0.25
0,0,2,1,0,96,126,0.25,0.25,0.25
0,0,2,2,0,96,126,0.25,0.25,0.25
0,0,2,3,0,96,126,0.25,0.25,0.25
0,0,3,0,0,96,126,0.25,0.25,0.25
0,0,3,1,0,96,126,0.25,0.25,0.25
0,0,3,2,0,96,126,0.25,0.25,0.25
0,0,3,3,0,96,126,0.25,0.25,0.25
0,10,0,0,0,96,126,1.0,1.0,1.0
0,10,0,1,0,96,126,1.0,1.0,1.0
0,10,0,2,0,96,126,1.0,1.0,1.0
0,10,0,3,0,96,126,1.0,1.0,1.0
0,10,1,0,0,96,126,1.0,1.0,1.0
0,10,1,1,0,96,126,1.0,1.0,1.0
0,10,1,2,0,96,126,1.0,1.0,1.0
0,10,1,3,0,96,126,1.0,1.0,1.0
0,10,2,0,0,96,126,1.0,1.0,1.0
0,10,2,1,0,96,126,1.0,1.0,1.0
0,10,2,2,0,96,126,1.0,1.0,1.0
0,10,2,3,0,96,126,1.0,1.0,1.0
0,10,3,0,0,96,126,1.0,1.0,1.0
0,10,3,1,0,96,126,1.0,1.0,1.0
0,10,3,2,0,96,126,1.0,1.0,1.0
0,10,3,3,0,96,126,1.0,1.0,1.0
0,20,0,0,0,96,126,1.0,1.0,1.0
0,20,0,1,0,96,126,1.0,1.0,1.0
0,20,0,2,0,96,126,1.0,1.0,1.0
0,20,0,3,0,96,126,1.0,1.0,1.0
0,20,1,0,0,96,126,1.0,1.0,1.0
0,20,1,1,0,96,126,1.0,1.0,1.0
0,20,1,2,0,96,126,1.0,1.0,1.0
0,20,1,3,0,96,126,1.0,1.0,1.0
0,20,2,0,0,96,126,1.0,1.0,1.0
0,20,2,1,0,96,126,1.0,1.0,1.0
0,20,2,2,0,96,126,1.0,1.0,1.0
0,20,2,3,0,96,126,1.0,1.0,1.0
0,20,3,0,0,96,126,1.0,1.0,1.0
0,20,3,1,0,96,126,1.0,1.0,1.0
0,20,3,2,0,96,126,1.0,1.0,1.0
0,20,3,3,0,96,126,1.0,1.0,1.0
0,30,0,0,0,96,126,1.0,1.0,1.0
0,30,0,1,0,96,126,1.0,1.0,1.0
0,30,0,2,0,96,126,1.0,1.0,1.0
0,30,0,3,0,96,126,1.0,1.0,1.0
0,30,1,0,0,96,126,1.0,1.0,1.0
0,30,1,1,0,96,126,1.0,1.0,1.0
0,30,1,2,0,96,126,1.0,1.0,1.0
0,30,1,3,0,96,126,1.0,1.0,1.0
0,30,2,0,0,96,126,1.0,1.0,1.0
0,30,2,1,0,96,126,1.0,1.0,1.0
0,30,2,2,0,96,126,1.0,1.0,1.0
0,30,2,3,0,96,126,1.0,1.0,1.0
0,30,3,0,0,96,126,1.0,1.0,1.0
0,30,3,1,0,96,126,1.0,1.0,1.0
0,30,3,2,0,96,126,1.0,1.0,1.0
0,30,3,3,0,96,126,1.0,1.0,1.0
0,40,0,0,0,96,126,1.0,1.0,1.0
0,40,0,1,0,96,126,1.0,1.0,1.0
0,40,0,2,0,96,126,1.0,1.0,1.0
0,40,0,3,0,96,126,1.0,1.0,1.0
0,40,1,0,0,96,126,1.0,1.0,1.0
0,40,1,1,0,96,126,1.0,1.0,1.0
0,40,1,2,0,96,126,1.0,1.0,1.0
0,40,1,3,0,96,126,1.0,1.0,1.0
0,40,2,0,0,96,126,1.0,1.0,1.0
0,40,2,1,0,96,126,1.0,1.0,1.0
0,40,2,2,0,96,126,1.0,1.0,1.0
0,40,2,3,0,96,126,1.0,1.0,1.0
0,40,3,0,0,96,126,1.0,1.0,1.0
0,40,3,1,0,96,126,1.0,1.0,1.0
0,40,3,2,0,96,126,1.0,1.0,1.0
0,40,3,3,0,96,126,1.0,1.0,1.0
0,0,0,0,0,45,133,0.25,0.25,0.25
0,0,0,1,0,45,133,0.25,0.25,0.25
0,0,0,2,0,45,133,0.25,0.25,0.25
0,0,0,3,0,45,133,0.25,0.25,0.25
0,0,1,0,0,45,133,0.25,0.25,0.25
0,0,1,1,0,45,133,0.25,0.25,0.25
0,0,1,2,0,45,133,0.25,0.25,0.25
0,0,1,3,0,45,133,0.25,0.25,0.25
0,0,2,0,0,45,133,0.25,0.25,0.25
0,0,2,1,0,45,133,0.25,0.25,0.25
0,0,2,2,0,45,133,0.25,0.25,0.25
0,0,2,3,0,45,133,0.25,0.25,0.25
0,0,3,0,0,45,133,0.25,0.25,0.25
0,0,3,1,0,45,133,0.25,0.25,0.25
0,0,3,2,0,45,133,0.25,0.25,0.25
0,0,3,3,0,45,133,0.25,0.25,0.25
0,10,0,0,0,45,133,1.0,1.0,1.0
0,10,0,1,0,45,133,1.0,1.0,1.0
0,10,0,2,0,45,133,1.0,1.0,1.0
0,10,0,3,0,45,133,1.0,1.0,1.0
0,10,1,0,0,45,133,1.0,1.0,1.0
0,10,1,1,0,45,133,1.0,1.0,1.0
0,10,1,2,0,45,133,1.0,1.0,1.0
0,10,1,3,0,45,133,1.0,1.0,1.0
0,10,2,0,0,45,133,1.0,1.0,1.0
0,10,2,1,0,45,133,1.0,1.0,1.0
0,10,2,2,0,45,133,1.0,1.0,1.0
0,10,2,3,0,45,133,1.0,1.0,1.0
0,10,3,0,0,45,133,1.0,1.0,1.0
0,10,3,1,0,45,133,1.0,1.0,1.0
0,10,3,2,0,45,133,1.0,1.0,1.0
0,10,3,3,0,45,133,1.0,1.0,1.0
0,20,0,0,0,45,133,1.0,1.0,1.0
0,20,0,1,0,45,133,1.0,1.0,1.0
0,20,0,2,0,45,133,1.0,1.0,1.0
0,20,0,3,0,45,133,1.0,1.0,1.0
0,20,1,0,0,45,133,1.0,1.0,1.0
0,20,1,1,0,45,133,1.0,1.0,1.0
0,20,1,2,0,45,133,1.0,1.0,1.0
0,20,1,3,0,45,133,1.0,1.0,1.0
0,20,2,0,0,45,133,1.0,1.0,1.0
0,20,2,1,0,45,133,1.0,1.0,1.0
0,20,2,2,0,45,133,1.0,1.0,1.0
0,20,2,3,0,45,133,1.0,1.0,1.0
0,20,3,0,0,45,133,1.0,1.0,1.0
0,20,3,1,0,45,133,1.0,1.0,1.0
0,20,3,2,0,45,133,1.0,1.0,1.0
0,20,3,3,0,45,133,1.0,1.0,1.0
0,30,0,0,0,45,133,1.0,1.0,1.0
0,30,0,1,0,45,133,1.0,1.0,1.0
0,30,0,2,0,45,133,1.0,1.0,1.0
0,30,0,3,0,45,133,1.0,1.0,1.0
0,30,1,0,0,45,133,1.0,1.0,1.0
0,30,1,1,0,45,133,1.0,1.0,1.0
0,30,1,2,0,45,133,1.0,1.0,1.0
0,30,1,3,0,45,133,1.0,1.0,1.0
0,30,2,0,0,45,133,1.0,1.0,1.0
0,30,2,1,0,45,133,1.0,1.0,1.0
0,30,2,2,0,45,133,1.0,1.0,1.0
0,30,2,3,0,45,133,1.0,1.0,1.0
0,30,3,0,0,45,133,1.0,1.0,1.0
0,30,3,1,0,45,133,1.0,1.0,1.0
0,30,3,2,0,45,133,1.0,1.0,1.0
0,30,3,3,0,45,133,1.0,1.0,1.0
0,40,0,0,0,45,133,1.0,1.0,1.0
0,40,0,1,0,45,133,1.0,1.0,1.0
0,40,0,2,0,45,133,1.0,1.0,1.0
0,40,0,3,0,45,133,1.0,1.0,1.0
0,40,1,0,0,45,133,1.0,1.0,1.0
0,40,1,1,0,45,133,1.0,1.0,1.0
0,40,1,2,0,45,133,1.0,1.0,1.0
0,40,1,3,0,45,133,1.0,1.0,1.0
0,40,2,0,0,45,133,1.0,1.0,1.0
0,40,2,1,0,45,133,1.0,1.0,1.0
0,40,2,2,0,45,133,1.0,1.0,1.0
0,40,2,3,0,45,133,1.0,1.0,1.0
0,40,3,0,0,45,133,1.0,1.0,1.0
0,40,3,1,0,45,133,1.0,1.0,1.0
0,40,3,2,0,45,133,1.0,1.0,1.0
0,40,3,3,0,45,133,1.0,1.0,1.0
0,0,0,0,0,477,484,0.25,0.3125,0.25
0,0,0,1,0,477,484,0.25,0.25,0.25
0,0,0,2,0,477,484,0.25,0.25,0.25
0,0,0,3,0,477,484,0.25,0.25,0.25
0,0,1,0,0,477,484,0.25,0.25,0.25
0,0,1,1,0,477,484,0.25,0.25,0.25
0,0,1,2,0,477,484,0.25,0.25,0.25
0,0,1,3,0,477,484,0.25,0.25,0.25
0,0,2,0,0,477,484,0.25,0.25,0.25
0,0,2,1,0,477,484,0.25,0.25,0.25
0,0,2,2,0,477,484,0.25,0.25,0.25
0,0,2,3,0,477,484,0.25,0.25,0.25
0,0,3,0,0,477,484,0.25,0.25,0.3125
0,0,3,1,0,477,484,0.25,0.25,0.25
0,0,3,2,0,477,484,0.25,0.25,0.25
0,0,3,3,0,477,484,0.25,0.25,0.25
0,10,0,0,0,477,484,1.0,1.0,1.0
0,10,0,1,0,477,484,1.0,1.0,1.0
0,10,0,2,0,477,484,1.0,1.0,1.0
0,10,0,3,0,477,484,1.0,1.0,1.0
0,10,1,0,0,477,484,1.0,1.0,1.0
0,10,1,1,0,477,484,1.0,1.0,1.0
0,10,1,2,0,477,484,1.0,1.0,1.0
0,10,1,3,0,477,484,1.0,1.0,1.0
0,10,2,0,0,477,484,1.0,1.0,1.0
0,10,2,1,0,477,484,1.0,1.0,1.0
0,10,2,2,0,477,484,1.0,1.0,1.0
0,10,2,3,0,477,484,1.0,1.0,1.0
0,10,3,0,0,477,484,1.0,1.0,1.0
0,10,3,1,0,477,484,1.0,1.0,1.0
0,10,3,2,0,477,484,1.0,1.0,1.0
0,10,3,3,0,477,484,1.0,1.0,1.0
0,20,0,0,0,477,484,1.0,1.0,1.0
0,20,0,1,0,477,484,1.0,1.0,1.0
0,20,0,2,0,477,484,1.0,1.0,1.0
0,20,0,3,0,477,484,1.0,1.0,1.0
0,20,1,0,0,477,484,1.0,1.0,1.0
0,20,1,1,0,477,484,1.0,1.0,1.0
0,20,1,2,0,477,484,1.0,1.0,1.0
0,20,1,3,0,477,484,1.0,1.0,1.0
0,20,2,0,0,477,484,1.0,1.0,1.0
0,20,2,1,0,477,484,1.0,1.0,1.0
0,20,2,2,0,477,484,1.0,1.0,1.0
0,20,2,3,0,477,484,1.0,1.0,1.0
0,20,3,0,0,477,484,1.0,1.0,1.0
0,20,3,1,0,477,484,1.0,1.0,1.0
0,20,3,2,0,477,484,1.0,1.0,1.0
0,20,3,3,0,477,484,1.0,1.0,1.0
0,30,0,0,0,477,484,1.0,1.0,1.0
0,30,0,1,0,477,484,1.0,1.0,1.0
0,30,0,2,0,477,484,1.0,1.0,1.0
0,30,0,3,0,477,484,1.0,1.0,1.0
0,30,1,0,0,477,484,1.0,1.0,1.0
0,30,1,1,0,477,484,1.0,1.0,1.0
0,30,1,2,0,477,484,1.0,1.0,1.0
0,30,1,3,0,477,484,1.0,1.0,1.0
0,30,2,0,0,477,484,1.0,1.0,1.0
0,30,2,1,0,477,484,1.0,1.0,1.0
0,30,2,2,0,477,484,1.0,1.0,1.0
0,30,2,3,0,477,484,1.0,1.0,1.0
0,30,3,0,0,477,484,1.0,1.0,1.0
0,30,3,1,0,477,484,1.0,1.0,1.0
0,30,3,2,0,477,484,1.0,1.0,1.0
0,30,3,3,0,477,484,1.0,1.0,1.0
0,40,0,0,0,477,484,1.0,1.0,1.0
0,40,0,1,0,477,484,1.0,1.0,1.0
0,40,0,2,0,477,484,1.0,1.0,1.0
0,40,0,3,0,477,484,1.0,1.0,1.0
0,40,1,0,0,477,484,1.0,1.0,1.0
0,40,1,1,0,477,484,1.0,1.0,1.0
0,40,1,2,0,477,484,1.0,1.0,1.0
0,40,1,3,0,477,484,1.0,1.0,1.0
0,40,2,0,0,477,484,1.0,1.0,1.0
0,40,2,1,0,477,484,1.0,1.0,1.0
0,40,2,2,0,477,484,1.0,1.0,1.0
0,40,2,3,0,477,484,1.0,1.0,1.0
0,40,3,0,0,477,484,1.0,1.0,1.0
0,40,3,1,0,477,484,1.0,1.0,1.0
0,40,3,2,0,477,484,1.0,1.0,1.0
0,40,3,3,0,477,484,1.0,1.0,1.0
0,0,0,0,0,12,476,0.25,0.25,0.25
0,0,0,1,0,12,476,0.25,0.25,0.25
0,0,0,2,0,12,476,0.25,0.25,0.25
0,0,0,3,0,12,476,0.25,0.25,0.25
0,0,1,0,0,12,476,0.25,0.25,0.25
0,0,1,1,0,12,476,0.25,0.25,0.25
0,0,1,2,0,12,476,0.25,0.25,0.25
0,0,1,3,0,12,476,0.25,0.25,0.25
0,0,2,0,0,12,476,0.25,0.25,0.25
0,0,2,1,0,12,476,0.25,0.3125,0.25
0,0,2,2,0,12,476,0.25,0.25,0.25
0,0,2,3,0,12,476,0.25,0.25,0.3125
0,0,3,0,0,12,476,0.25,0.25,0.25
0,0,3,1,0,12,476,0.25,0.25,0.25
0,0,3,2,0,12,476,0.25,0.25,0.25
0,0,3,3,0,12,476,0.25,0.25,0.25
0,10,0,0,0,12,476,1.0,1.0,1.0
0,10,0,1,0,12,476,1.0,1.0,1.0
0,10,0,2,0,12,476,1.0,1.0,1.0
0,10,0,3,0,12,476,1.0,1.0,1.0
0,10,1,0,0,12,476,1.0,1.0,1.0
0,10,1,1,0,12,476,1.0,1.0,1.0
0,10,1,2,0,12,476,1.0,1.0,1.0
0,10,1,3,0,12,476,1.0,1.0,1.0
0,10,2,0,0,12,476,1.0,1.0,1.0
0,10,2,1,0,12,476,1.0,1.0,1.0
0,10,2,2,0,12,476,1.0,1.0,1.0
0,10,2,3,0,12,476,1.0,1.0,1.0
0,10,3,0,0,12,476,1.0,1.0,1.0
0,10,3,1,0,12,476,1.0,1.0,1.0
0,10,3,2,0,12,476,1.0,1.0,1.0
0,10,3,3,0,12,476,1.0,1.0,1.0
0,20,0,0,0,12,476,1.0,1.0,1.0
0,20,0,1,0,12,476,1.0,1.0,1.0
0,20,0,2,0,12,476,1.0,1.0,1.0
0,20,0,3,0,12,476,1.0,1.0,1.0
0,20,1,0,0,12,476,1.0,1.0,1.0
0,20,1,1,0,12,476,1.0,1.0,1.0
0,20,1,2,0,12,476,1.0,1.0,1.0
0,20,1,3,0,12,476,1.0,1.0,1.0
0,20,2,0,0,12,476,1.0,1.0,1.0
0,20,2,1,0,12,476,1.0,1.0,1.0
0,20,2,2,0,12,476,1.0,1.0,1.0
0,20,2,3,0,12,476,1.0,1.0,1.0
0,20,3,0,0,12,476,1.0,1.0,1.0
0,20,3,1,0,12,476,1.0,1.0,1.0
0,20,3,2,0,12,476,1.0,1.0,1.0
0,20,3,3,0,12,476,1.0,1.0,1.0
0,30,0,0,0,12,476,1.0,1.0,1.0
